,date,year,month,day,time,hour,minute,latitude,longitude,material_at_origin,land_use_at_origin,size,suppressed_by,suppressing_agency,facility_identification,other_companies,voltage_volts_,equipment_involved_with_ignition,type,was_there_an_outage,date_1,time_1,suspected_initiating_event,equipment_facility_failure,contact_from_object,facility_contacted,contributing_factor,unnamed_23,material_at_origin_comments,voltage
38,11/5/2020,2020,11,5,3:28:00 PM,15,28,37.293423,-120.415163,Other,Urban,1 meter - < 3 meters,Fire Agency,Merced FD,Pole ID: 101142469,Y,,Pole,Overhead,Y,11/5/2020 0:00,15:23:00,Contact from object,N.A.,Vehicle,Pole,N.A.,,,12000
39,11/5/2020,2020,11,5,1:59:00 PM,13,59,35.2565,-120.6854,Vegetation,Hardwood Woodland,1 meter - < 3 meters,Fire Agency,SLO FD,Circuit ID: 182951102 ,Y,,Conductor - Secondary,Overhead,Y,11/5/2020 0:00,13:43:00,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,,750
40,11/4/2020,2020,11,4,10:42:00 AM,10,42,37.1114867,-119.9890367,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 254611109,N,,Conductor - Primary,Overhead,Y,11/4/2020 0:00,11:40:00,Contact from object,N.A.,Balloon,Conductor - Primary,N.A.,,,12000
41,11/2/2020,2020,11,2,12:15:54 AM,0,15,35.280962,-120.586445,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Pole ID: 054/303,N,,Insulator,Overhead,Y,11/2/2020 0:00,15:54:00,Contact from object,N.A.,Animal,Insulator,N.A.,,,115000
42,11/2/2020,2020,11,2,12:14:15 AM,0,14,38.201508,-121.095608,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Clements FD,"Circuit ID: 163682102, SAP ID: 102078687",Y,,Conductor - Primary,Overhead,Y,11/2/2020 0:00,14:12:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
43,11/2/2020,2020,11,2,12:15:00 PM,12,15,34.68175,-120.4364967,Vegetation,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Santa Barbara FD,"Circuit ID: 183101103, SAP ID: 101913493",Y,,Splice/Clamp/Connector,Overhead,Y,11/2/2020 0:00,12:08:00,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,,12000
44,10/31/2020,2020,10,31,12:16:23 AM,0,16,37.67994999,-121.90572,Vegetation,Urban,3 meters - 0.25 Acres,Unknown,N.A.,100953498,Unknown,,Riser,Underground,Y,10/31/2020 0:00,16:22:00,Equipment - PG&E,Riser Failure,N.A.,N.A.,N.A.,,,21000
45,10/31/2020,2020,10,31,6:58:00 AM,6,58,37.942367,-122.701127,Vegetation,Conifer Forest,0.25 - 10 Acres,Fire Agency,Marin County FD, Ignacio-Bolinas #1 60kV Transmission Circuit between structure 13/145 and 13/144,N,,Conductor - Transmission,Overhead,Y,10/31/2020 0:00,5:52:00,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,60000
46,10/31/2020,2020,10,31,12:10:23 AM,0,10,40.180887,-122.25535,Vegetation,Urban,Unknown,Cal Fire,N.A.,Meter: 1008361055,Y,,Service Drop,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,,750
47,10/30/2020,2020,10,30,7:07:00 AM,7,7,36.29936715,-121.2162982,Vegetation,Barren/Other,3 meters - 0.25 Acres,Fire Agency,Greenfield FD,Pole ID: 101765306,N,,Pole,Overhead,Y,10/30/2020 0:00,4:51:00,Contact from object,N.A.,Vehicle,Pole,N.A.,,,21000
48,10/30/2020,2020,10,30,1:50:00 AM,1,50,40.63776735,-122.3762111,Vegetation,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Redding FD,Pole ID: 101476510,Y,,Pole,Overhead,Y,10/30/2020 0:00,1:42:00,Equipment - PG&E,Pole failure,N.A.,N.A.,N.A.,,,12000
49,10/28/2020,2020,10,28,8:17:00 PM,20,17,36.503562,-121.931545,Vegetation,Conifer Forest,0.25 - 10 Acres,Cal Fire,"Carmel Highlands and Cypress FPD, Pebble Beach CSD, Monterey Fire Department, and Cal Fire","Circuit ID: 182291102, SAP ID: 101758299",Y,,Conductor - Primary,Overhead,Y,10/28/2020 0:00,20:15:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
50,10/27/2020,2020,10,27,9:28:00 PM,21,28,37.89804376,-121.7657522,Vegetation,Herbaceous,0.25 - 10 Acres,Fire Agency,East Contra Costa FD,Pole ID: 100496279,Y,,Pole,Overhead,Y,10/27/2020 0:00,21:23:00,Contact from object,N.A.,Vehicle,Pole,N.A.,,,21000
51,10/27/2020,2020,10,27,7:45:00 PM,19,45,38.58398411,-122.6601825,Vegetation,Hardwood Forest,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 042711101, SAP ID: 102220160",Y,,Conductor - Primary,Overhead,Y,10/27/2020 0:00,19:40:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
52,10/27/2020,2020,10,27,1:14:00 PM,13,14,38.35433029,-121.7495258,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Dixon FD,Circuit ID: 062061103,Y,,Grounding Wire,Overhead,N,N.A.,N.A.,Equipment - PG&E,,N.A.,N.A.,N.A.,,,750
53,10/27/2020,2020,10,27,12:10:41 AM,0,10,37.275577,-121.74751,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Fire Agency,San Jose FD,Circuit ID: 083912110,Y,,Conductor - Primary,Overhead,Y,10/27/2020 0:00,10:27:00,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,21000
54,10/26/2020,2020,10,26,12:06:38 AM,0,6,37.660745,-122.423683,Building,Urban,Structure Only,Fire Agency,South San Francisco,N.A.,Y,,Service Drop,Overhead,Y,10/26/2020 0:00,6:38:00,Under Investigation,N.A.,N.A.,N.A.,N.A.,,,12000
55,10/26/2020,2020,10,26,2:33:00 PM,14,33,38.43356358,-122.9082086,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Fire Agency,Graton FD,Pole ID: 102025462,Y,,Tie Wire,Overhead,Y,10/26/2020 0:00,14:29:00,Equipment - PG&E,Tie wire failure,N.A.,N.A.,N.A.,,,12000
56,10/26/2020,2020,10,26,12:55:00 PM,12,55,40.51851,-124.16308,Vegetation,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,CGC: 113988543957 ,Y,,Splice/Clamp/Connector,Overhead,Y,10/26/2020 0:00,12:44:00,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,,750
57,10/26/2020,2020,10,26,12:19:00 PM,12,19,38.969134,-121.620574,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,The Oswald Tudor FD,"Circuit ID: 153711101, SAP ID: 101298559, 101298558",Y,,Conductor - Primary,Overhead,Y,10/26/2020 0:00,12:00:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
58,10/26/2020,2020,10,26,5:05:00 AM,5,5,37.27256,-121.884359,Building,Urban,1 meter - < 3 meters,Fire Agency,San Jose FD,Circuit ID: 082311102,Y,,Conductor - Primary,Overhead,Y,10/26/2020 0:00,4:55:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
59,10/26/2020,2020,10,26,12:04:04 AM,0,4,38.2537283,-122.05515,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Fairfield FD,"Circuit ID: 062131106, SAP ID: 101659158",Y,,Conductor - Primary,Overhead,Y,10/26/2020 0:00,3:40:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
60,10/26/2020,2020,10,26,12:03:16 AM,0,3,38.365897,-122.836338,Vegetation,Herbaceous,0.25 - 10 Acres,Fire Agency,Gold Ridge FD,"Circuit ID: 042571104, SAP ID: 101989515",Y,,Conductor - Primary,Overhead,Y,10/26/2020 0:00,3:11:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
61,10/26/2020,2020,10,26,3:16:00 AM,3,16,37.404197,-121.837271,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,San Jose FD,Circuit ID: 083531108,Y,,Conductor - Primary,Overhead,Y,10/26/2020 0:00,2:59:00,Weather,Conductor failure-all,N.A.,N.A.,Weather,,,12000
62,10/26/2020,2020,10,26,12:08:00 AM,0,8,38.260508,-122.032843,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Fairfield FD,Circuit ID: 062131102 ,Y,,Conductor - Primary,Overhead,Y,10/25/2020 0:00,23:53:00,Weather,Conductor failure-all,N.A.,N.A.,Weather,,,12000
63,10/25/2020,2020,10,25,12:17:31 AM,0,17,39.504601,-121.597612,Vegetation,Urban,1 meter - < 3 meters,Cal Fire,N.A.,"Circuit ID: 103251101, SAP ID: 100409439",Y,,Conductor - Primary,Overhead,N,N.A.,N.A.,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,12000
64,10/24/2020,2020,10,24,2:42:00 PM,14,42,38.010305,-121.639517,Other,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Contra Costa FD,Pole ID: 103766880,Y,,Insulator,Overhead,Y,10/24/2020 0:00,11:28:00,Equipment - PG&E,Insulator,N.A.,N.A.,N.A.,,,21000
65,10/22/2020,2020,10,22,9:43:00 PM,21,43,38.88091156,-123.6622075,Other,Herbaceous,1 meter - < 3 meters,Self Extinguished,N.A.,Pole ID: 102187237,N,,Fuse,Overhead,N,N.A.,N.A.,Equipment - PG&E,Fuse,N.A.,N.A.,N.A.,,,12000
66,10/22/2020,2020,10,22,3:23:00 PM,15,23,39.28679,-121.05602,Vegetation,Conifer Forest,1 meter - < 3 meters,Cal Fire,N.A.,"Circuit ID: 152481104, SAP Eqp ID: 100077383",Y,,Conductor - Primary,Overhead,Y,10/22/2020 0:00,15:06:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
67,10/22/2020,2020,10,22,3:09:00 PM,15,9,34.600174,-120.191998,Vegetation,Herbaceous,1 meter - < 3 meters,Customer,N.A.,Pole ID: 101917628,Y,,Splice/Clamp/Connector,Overhead,Y,10/22/2020 0:00,15:02:00,Equipment - PG&E,,N.A.,N.A.,N.A.,,,12000
68,10/22/2020,2020,10,22,9:02:00 AM,9,2,39.56865267,-120.6277376,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Fire Agency,Sierra City FD,Pole ID: 103310621,N,,Fuse,Overhead,Y,10/22/2020 0:00,8:54:00,Equipment - PG&E,Fuse failure - all,N.A.,N.A.,N.A.,,,12000
69,10/22/2020,2020,10,22,9:20:00 AM,9,20,40.14979,-122.21667,Vegetation,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Red Bluff FD,Pole ID: 101537375,Y,,Grounding Wire,Overhead,N,N.A.,N.A.,Weather,Grounding Wire,N.A.,N.A.,Weather,,,750
70,10/22/2020,2020,10,22,7:19:00 AM,7,19,38.878936,-121.117753,Vegetation,Urban,0.25 - 10 Acres,Cal Fire,N.A.,Pole ID: 100045063/ 002/051,Y,,Pole,Overhead,Y,10/22/2020 0:00,7:06:00,Contact from object,N.A.,Vehicle,Pole,N.A.,,,12000
71,10/21/2020,2020,10,21,3:52:00 PM,15,52,38.206715,-121.7120917,Other,Urban,1 meter - < 3 meters,Fire Agency,Rio Vista FD,Circuit ID: 063642107,Y,,Splice/Clamp/Connector,Overhead,Y,10/21/2020 0:00,15:43:00,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,,12000
72,10/21/2020,2020,10,21,2:50:00 PM,14,50,38.15853,-121.6917867,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Rio Vista FD,Circuit ID: 062462225,Y,,Service Drop,Overhead,Y,10/21/2020 0:00,14:32:00,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,,12000
73,10/20/2020,2020,10,20,12:02:00 AM,0,2,39.101348,-121.580358,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Olivehurst FD,Circuit ID: 152901101,Y,,Conductor - Primary,Overhead,Y,10/20/2020 0:00,23:53:00,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,12000
74,10/19/2020,2020,10,19,3:23:00 PM,15,23,35.5971683,-120.65786,Other,Barren/Other,3 meters - 0.25 Acres,Fire Agency,Paso Robles FD,"Circuit ID: 182611106, SAP: 41121346",Y,,Jumper,Overhead,Y,10/19/2020 0:00,15:21:00,Equipment - PG&E,,N.A.,N.A.,N.A.,,,21000
75,10/18/2020,2020,10,18,7:39:00 PM,19,39,37.84616641,-120.8969629,Other,Herbaceous,3 meters - 0.25 Acres,Customer,N.A.,Pole ID: 103151988,N,,Riser,Overhead,Y,10/18/2020 0:00,19:21:00,Equipment - PG&E,Riser Failure,N.A.,N.A.,N.A.,,,750
76,10/18/2020,2020,10,18,1:10:00 PM,13,10,38.915505,-121.3465217,Other,Herbaceous,0.25 - 10 Acres,Fire Agency,Lincoln FD,Pole ID: 100089743,N,,Lightning Arrestor,Overhead,Y,10/18/2020 0:00,12:20:00,Contact from object,N.A.,Animal,Lightning Arrestor,N.A.,,,12000
77,10/17/2020,2020,10,17,1:27:00 PM,13,27,38.420363,-122.954797,Building,Hardwood Forest,1 meter - < 3 meters,Cal Fire,N.A.,N.A.,N.A.,,N.A.,Overhead,N,N.A.,N.A.,Under Investigation,N.A.,N.A.,N.A.,N.A.,,,12000
78,10/17/2020,2020,10,17,3:10:00 PM,15,10,36.726413,-119.767777,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Fresno FD,Meter: 1010546607,Y,,Service Drop,Overhead,Y,10/17/2020 0:00,15:10,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,750
79,10/16/2020,2020,10,16,11:01:00 AM,11,1,36.956586,-121.727017,Other,Urban,3 meters - 0.25 Acres,Customer,N.A.,LR: 135762,Y,,Recloser,Overhead,Y,10/16/2020 0:00,11:01,Contact from object,N.A.,Animal,Recloser,N.A.,,,21000
80,10/16/2020,2020,10,16,4:23:00 AM,4,23,38.41125,-122.9801,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 042571102, SAP: 101974096",Y,,Conductor - Primary,Overhead,Y,10/16/2020 0:00,4:13:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
81,10/15/2020,2020,10,15,7:39:00 PM,19,39,39.0272439,-121.8666465,Vegetation,Agriculture,0.25 - 10 Acres,Fire Agency,Colusa FD,Pole ID: 103689220,N,,Splice/Clamp/Connector,Overhead,Y,10/15/2020 0:00,19:34:00,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,,12000
82,10/15/2020,2020,10,15,7:08:00 AM,7,8,40.32359121,-122.4294287,Vegetation,Hardwood Woodland,1 meter - < 3 meters,Cal Fire,N.A.,"Circuit ID: 101511399, SAP Eqp ID: 101511399",Y,,Conductor - Primary,Overhead,Y,10/15/2020 0:00,7:02:00,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,,12000
83,10/15/2020,2020,10,15,12:12:44 AM,0,12,40.3614283,-122.34927,Vegetation,Hardwood Woodland,1 meter - < 3 meters,Cal Fire,N.A.,Circuit ID: 102931101,Y,,Conductor - Primary,Overhead,Y,10/15/2020 0:00,13:56:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
84,10/15/2020,2020,10,15,1:01:00 PM,13,1,40.594253,-122.238678,Vegetation,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 103351104,N,,Service Drop,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,,750
85,10/14/2020,2020,10,14,7:22:00 PM,19,22,38.8072617,-121.2052067,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Rocklin FD,Pole ID: 100058463,N,,Pole,Overhead,Y,10/14/2020 0:00,20:00:00,Contact from object,N.A.,Vehicle,Pole,N.A.,,,12000
86,10/14/2020,2020,10,14,6:45:00 PM,18,45,39.67734879,-121.843927,Vegetation,Agriculture,0.25 - 10 Acres,Cal Fire,N.A.,103081107,Y,,Conductor - Primary,Overhead,Y,10/14/2020 0:00,18:45,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
87,10/13/2020,2020,10,13,4:21:00 PM,16,21,35.554244,-119.805426,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,252321103,Y,,Conductor - Primary,Overhead,Y,10/13/2020 0:00,16:21,Contact from object,N.A.,Balloon,Conductor - Primary,N.A.,,,12000
88,10/13/2020,2020,10,13,2:34:00 PM,14,34,38.034359,-121.650673,Other,Herbaceous,1 meter - < 3 meters,Fire Agency,Contra Costa FD,Circuit ID: 014592112 Pole ID: 100457182,Y,,Conductor - Primary,Overhead,Y,10/13/2020 0:00,14:27:00,Equipment - PG&E,Insulator failure,N.A.,N.A.,N.A.,,,21000
89,10/13/2020,2020,10,13,12:02:00 AM,0,2,37.8028847,-122.2789089,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Oakland FD,Circuit ID: 012011113,Y,,Service Drop,Overhead,N,N.A.,N.A.,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,750
90,10/12/2020,2020,10,12,12:05:00 AM,0,5,40.513569,-124.128161,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Rio Dell FD,"Circuit ID: 192251101, between Pole ID: 100998306 and 103168487",N,,Splice/Clamp/Connector,Overhead,Y,10/11/2020 0:00,23:57:00,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,,12000
91,10/11/2020,2020,10,11,11:29:00 PM,23,29,37.02175,-120.0712,Vegetation,Urban,1 meter - < 3 meters,Cal Fire,N.A.,254611111,Y,,Conductor - Primary,Overhead,Y,10/11/2020 0:00,23:29,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
92,10/10/2020,2020,10,10,1:13:00 AM,1,13,35.38734,-118.93934,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Bakersfield FD,"Circuit ID: 253951109, SAP ID: 102296159",Y,,Conductor - Primary,Overhead,Y,10/10/2020 0:00,1:11:00,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,,12000
93,10/7/2020,2020,10,7,1:08:00 PM,13,8,39.148865,-122.2519667,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Williams FD,Circuit ID: 062051102,N,,Conductor - Primary,Overhead,Y,10/7/2020 0:00,12:49:00,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,,12000
94,10/5/2020,2020,10,5,12:14:44 AM,0,14,38.11667999,-120.89073,Vegetation,Herbaceous,0.25 - 10 Acres,Cal Fire,Cal Fire and Calaveras Consolidated Fire,Circuit ID: 162991102,Y,,Conductor - Primary,Overhead,Y,10/5/2020 0:00,14:40:00,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,,12000
95,10/4/2020,2020,10,4,4:23:00 PM,16,23,38.7308483,-121.1934033,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Granite Bay FD,"Circuit ID: 152571105, SAP ID: 100066291",Y,,Conductor - Primary,Overhead,Y,10/4/2020 0:00,16:18:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
96,10/4/2020,2020,10,4,4:23:00 PM,16,23,35.629891,-120.360282,Vegetation,Agriculture,3 meters - 0.25 Acres,Self Extinguished,N.A.,Circuit ID: 182562102 ,Y,,Conductor - Primary,Overhead,Y,10/4/2020 0:00,16:04:00,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,21000
97,10/3/2020,2020,10,3,4:47:00 PM,16,47,38.50541449,-122.8391961,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Sonoma County FD,"Circuit ID: 042561102, SAP ID: 103593452",Y,,Conductor - Secondary,Overhead,Y,10/3/2020 0:00,17:46:00,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,,12000
98,10/3/2020,2020,10,3,3:29:00 PM,15,29,37.48888,-122.206464,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Redwood City FD,Circuit ID: 024161102 ,Y,,Conductor - Primary,Overhead,Y,10/3/2020 0:00,14:33:00,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,,12000
99,10/2/2020,2020,10,2,8:10:00 PM,20,10,37.2524683,-120.3159017,Vegetation,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 255361112, SAP ID: 101082275        ",Y,,Service Drop,Overhead,Y,10/2/2020 0:00,21:06:00,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,,12000
100,10/2/2020,2020,10,2,3:45:00 PM,15,45,39.13299,-121.079172,Vegetation,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 152691103,Y,,Conductor - Primary,Overhead,Y,10/2/2020 0:00,15:21:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
101,10/2/2020,2020,10,2,12:15:12 AM,0,15,38.46804,-121.93695,Vegetation,Urban,1 meter - < 3 meters,Customer,N.A.,Circuit ID: 063591103,Y,,Conductor - Primary,Overhead,Y,10/2/2020 0:00,15:02:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
102,10/1/2020,2020,10,1,12:05:00 PM,12,5,37.004527,-120.083501,Vegetation,Urban,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 254611111,Y,,Conductor - Primary,Overhead,Y,10/1/2020 0:00,12:05,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
103,9/29/2020,2020,9,29,4:22:00 PM,16,22,38.245509,-121.76179,Vegetation,Herbaceous,1 meter - < 3 meters,Customer,N.A.,Pole ID: 101582151,Y,,Pole,Overhead,Y,9/29/2020 0:00,16:36:00,Contact from object,N.A.,Vehicle,Pole,N.A.,,,12000
104,9/29/2020,2020,9,29,1:40:00 AM,1,40,38.83678,-122.029068,Vegetation,Herbaceous,3 meters - 0.25 Acres,Utility - PG&E,N.A.,Circuit ID: 102841102,N,,Conductor - Primary,Overhead,Y,9/29/2020 0:00,1:22:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
105,9/28/2020,2020,9,28,6:21:00 PM,18,21,37.965176,-122.138831,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Customer,N.A.,1006560423,Y,,Service Drop,Overhead,Y,9/28/2020 0:00,18:19:00,Unknown,Conductor failure-all,N.A.,N.A.,Unknown,,,12000
106,9/28/2020,2020,9,28,12:15:51 AM,0,15,39.65306,-121.449352,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 103751102,Y,,Conductor - Primary,Overhead,Y,9/28/2020 0:00,15:45:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,,12000
107,9/28/2020,2020,9,28,1:35:00 PM,13,35,37.957961,-122.273589,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Richmond FD,14341106,Y,,Conductor - Insulated Secondary,Overhead,N,N.A.,N.A.,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,12000
108,9/28/2020,2020,9,28,12:08:57 AM,0,8,37.52923,-121.99005,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Fremont FD,Pole ID: 100946344,Y,,Pole,Overhead,Y,9/28/2020 0:00,8:40:00,Contact from object,N.A.,Vehicle,Pole,N.A.,,,12000
109,9/27/2020,2020,9,27,2:48:00 PM,14,48,40.539222,-122.56662,Vegetation,Hardwood Forest,100 + Acres,Cal Fire,N.A.,N.A.,N.A.,,N.A.,Overhead,Y,9/27/2020 0:00,14:48,Under Investigation,N.A.,N.A.,N.A.,N.A.,,,12000
110,9/27/2020,2020,9,27,7:32:00 PM,19,32,38.27363,-122.57607,Vegetation,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Petaluma FD,Circuit ID: 043371102 between Pole ID: 101990098 and 102005005,Y,,Automatic Wire Splice,Overhead,Y,9/27/2020 0:00,19:24:00,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,,12000
111,9/27/2020,2020,9,27,4:56:00 PM,16,56,37.7884817,-121.7699533,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,San Ramon FD,"Circuit ID: 014422109, Fuse: 71415",Y,,Fuse,Overhead,Y,9/27/2020 0:00,16:24:00,Equipment - PG&E,Fuse failure - all,N.A.,N.A.,N.A.,,,21000
112,9/27/2020,2020,9,27,12:15:30 AM,0,15,40.44915,-122.30893,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Anderson FD,"Circuit ID: 103261101, SAP ID: 101496897",Y,,Service Drop,Overhead,Y,9/27/2020 0:00,15:27:00,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,,12000
113,9/27/2020,2020,9,27,8:11:00 AM,8,11,37.9970867,-123.0156333,Vegetation,Shrub,0.25 - 10 Acres,Cal Fire,N.A.,Circuit 042291101 Pole ID:102246615,Y,,Conductor - Primary,Overhead,Y,9/27/2020 0:00,9:13:00,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,12000
114,9/26/2020,2020,9,26,12:20:17 AM,0,20,39.12809,-121.639179,Vegetation,Urban,Unknown,Fire Agency,Yuba City Fire dept,"101300049	",Y,,Insulator,Overhead,N,N.A.,N.A.,Equipment - PG&E,Insulator failure,N.A.,N.A.,N.A.,,,12000
115,9/24/2020,2020,9,24,3:44:00 PM,15,44,39.2652567,-121.5293633,Vegetation,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 103211102 ,Y,,Conductor - Primary,Overhead,Y,9/24/2020 0:00,16:01:00,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,,12000
116,9/23/2020,2020,9,23,3:31:00 PM,15,31,38.2262883,-122.5311867,Vegetation,Herbaceous,10 - 100 Acres,Cal Fire,N.A.,Pole ID: 103999142,Y,,Pole,Overhead,Y,9/23/2020 0:00,15:23:00,Contact from object,N.A.,Vehicle,Pole,N.A.,,,12000
117,9/23/2020,2020,9,23,12:17:00 PM,12,17,37.6869067,-122.14699,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Alco FD,Circuit ID: 013111110,Y,,Conductor - Primary,Overhead,Y,9/23/2020 0:00,12:02:00,Contact from object,N.A.,Balloon,Conductor - Primary,N.A.,,,12000
118,9/23/2020,2020,9,23,10:26:00 AM,10,26,36.81848,-121.45068,Vegetation,Herbaceous,10 - 100 Acres,Cal Fire,N.A.,Circuit ID: 182742101 ,N,,Conductor - Primary,Overhead,Y,9/23/2020 0:00,23:31:00,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,,21000
119,9/22/2020,2020,9,22,12:10:32 AM,0,10,38.096469,-121.521445,Vegetation,Agriculture,3 meters - 0.25 Acres,Customer,N.A.,Circuit ID: 062462224,Y,,Conductor - Primary,Overhead,Y,9/22/2020 0:00,7:44:00,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,21000
120,9/21/2020,2020,9,21,7:51:00 PM,19,51,38.60626,-121.02263,Vegetation,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 153612103,Y,,Conductor - Primary,Overhead,Y,9/21/2020 0:00,19:40:00,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,,12000
121,9/21/2020,2020,9,21,12:12:05 AM,0,12,39.4684733,-121.5774917,Building,Urban,Unknown,Self Extinguished,N.A.,100359938,Y,,Pole,Overhead,Y,9/21/2020 0:00,11:56:00,Equipment - PG&E,Pole failure,N.A.,N.A.,N.A.,,,12000
